CNTSCHID,CNTSTUID,ST267Q01JA,ST267Q02JA,ST267Q03JA,ST267Q04JA,ST267Q05JA,ST267Q06JA,ST267Q07JA,ST267Q08JA,ST034Q01TA,ST034Q02TA,ST034Q03TA,ST034Q04TA,ST034Q05TA,ST034Q06TA,ST038Q03NA,ST038Q04NA,ST038Q05NA,ST038Q06NA,ST038Q07NA,ST038Q08NA,ST038Q09JA,ST038Q10JA,ST038Q11JA,ST265Q01JA,ST265Q02JA,ST265Q03JA,ST265Q04JA
60800019,60801584,Not Applicable,Agree,Strongly agree,Not Applicable,Strongly agree,Not Applicable,Strongly agree,Strongly disagree,Strongly disagree,Not Applicable,Strongly disagree,Strongly disagree,Agree,Strongly disagree,A few times a year,A few times a year,Never or almost never,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800095,60801585,Disagree,Disagree,Agree,Not Applicable,Not Applicable,Strongly agree,Not Applicable,Disagree,Agree,Agree,Agree,Disagree,Agree,Not Applicable,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,A few times a year,A few times a year,A few times a year,Agree,Agree,Agree,Agree
60800065,60801586,Strongly agree,Not Applicable,Strongly agree,Disagree,Not Applicable,Strongly agree,Not Applicable,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Not Applicable,Strongly agree,Never or almost never,Never or almost never,A few times a year,A few times a year,A few times a year,Never or almost never,A few times a year,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800166,60801587,Agree,Agree,Agree,Not Applicable,Agree,Agree,Not Applicable,Not Applicable,Disagree,Agree,Agree,Disagree,Not Applicable,Disagree,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Agree,Agree,Agree,Disagree
60800071,60801588,Strongly agree,Not Applicable,Not Applicable,Agree,Agree,Strongly agree,Not Applicable,Disagree,Disagree,Agree,Agree,Disagree,Agree,Not Applicable,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Strongly agree,Agree
60800064,60801589,Strongly agree,Not Applicable,Agree,Not Applicable,Agree,Strongly agree,Not Applicable,Strongly disagree,Disagree,Agree,Not Applicable,Agree,Agree,Strongly disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Strongly agree,Agree
60800092,60801590,Not Applicable,Strongly agree,Not Applicable,Agree,Strongly agree,Not Applicable,Strongly agree,Strongly disagree,Disagree,Not Applicable,Agree,Disagree,Disagree,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,A few times a year,Never or almost never,Never or almost never,A few times a year,Never or almost never,Agree,Agree,Strongly agree,Agree
60800039,60801591,Not Applicable,Agree,Agree,Not Applicable,Agree,Not Applicable,Agree,No Response,Disagree,Agree,Agree,Not Applicable,Agree,Disagree,Never or almost never,A few times a month,Never or almost never,A few times a month,Never or almost never,Never or almost never,Never or almost never,No Response,A few times a year,Agree,Disagree,Agree,Disagree
60800127,60801592,Strongly disagree,Agree,Strongly disagree,Not Applicable,Not Applicable,Agree,Agree,Not Applicable,Strongly agree,Agree,Disagree,Agree,Not Applicable,Strongly agree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,A few times a year,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Disagree
60800053,60801593,Strongly agree,Strongly agree,Strongly agree,Disagree,Not Applicable,Not Applicable,Not Applicable,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Not Applicable,Strongly disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800119,60801594,Not Applicable,Agree,Strongly agree,Agree,Agree,Not Applicable,Strongly agree,Not Applicable,Disagree,Not Applicable,Agree,Disagree,Agree,Agree,A few times a year,A few times a year,A few times a month,A few times a month,A few times a month,A few times a month,A few times a month,A few times a year,A few times a month,Agree,Agree,Agree,Agree
60800183,60801595,Not Applicable,Agree,Strongly disagree,Not Applicable,Agree,Agree,Agree,Not Applicable,Disagree,Agree,Agree,Agree,Agree,Not Applicable,A few times a year,Once a week or more,Never or almost never,A few times a year,Once a week or more,A few times a month,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800173,60801596,Strongly disagree,Not Applicable,Disagree,Not Applicable,Disagree,Not Applicable,Disagree,Strongly disagree,Not Applicable,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Strongly agree,Agree
60800105,60801597,Strongly agree,Not Applicable,Not Applicable,Agree,Strongly agree,Agree,Agree,Not Applicable,Not Applicable,Disagree,Agree,Agree,Agree,Disagree,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Disagree,Disagree,Agree,Agree
60800082,60801598,Agree,Not Applicable,Not Applicable,Not Applicable,Agree,Agree,Agree,Agree,Not Applicable,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,A few times a year,Once a week or more,A few times a year,Never or almost never,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800139,60801599,Not Applicable,Not Applicable,Agree,Agree,Agree,Agree,Agree,Not Applicable,Not Applicable,Agree,Agree,Disagree,Agree,Disagree,Never or almost never,Once a week or more,Never or almost never,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800024,60801600,Strongly agree,No Response,Agree,Not Applicable,Not Applicable,Not Applicable,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Not Applicable,Strongly disagree,Never or almost never,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Agree,Strongly agree,Agree
60800089,60801601,Agree,Not Applicable,Not Applicable,Disagree,Not Applicable,Agree,Agree,Disagree,Disagree,Agree,Agree,Not Applicable,Agree,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800065,60801602,Disagree,Not Applicable,Agree,Not Applicable,Agree,Strongly agree,No Response,Not Applicable,Not Applicable,Disagree,Disagree,Disagree,Disagree,Disagree,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Agree,Agree,Agree,Disagree
60800013,60801603,Not Applicable,Strongly agree,Strongly agree,Agree,Not Applicable,Not Applicable,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Not Applicable,Strongly disagree,Once a week or more,Once a week or more,A few times a month,A few times a month,Once a week or more,A few times a month,Once a week or more,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800012,60801604,Agree,Not Applicable,Agree,Disagree,Not Applicable,Agree,Not Applicable,Agree,Disagree,Not Applicable,Agree,Disagree,Disagree,Disagree,Never or almost never,Once a week or more,Once a week or more,Never or almost never,Never or almost never,Never or almost never,A few times a year,Never or almost never,Once a week or more,Agree,Agree,Agree,Disagree
60800143,60801605,Strongly agree,Not Applicable,Agree,Disagree,Not Applicable,Agree,Not Applicable,Agree,Strongly disagree,Not Applicable,Agree,Disagree,Agree,Disagree,Never or almost never,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,A few times a month,A few times a year,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800187,60801606,Strongly disagree,Disagree,Strongly disagree,Not Applicable,Strongly disagree,Strongly disagree,Not Applicable,Not Applicable,Disagree,Not Applicable,Strongly agree,Agree,Strongly agree,Agree,A few times a year,A few times a year,A few times a month,Never or almost never,A few times a year,Never or almost never,Never or almost never,Once a week or more,A few times a year,Strongly agree,Strongly agree,Strongly agree,Agree
60800086,60801607,Agree,Disagree,Not Applicable,Disagree,Not Applicable,Agree,Not Applicable,Disagree,Disagree,Disagree,Not Applicable,Disagree,Agree,Agree,A few times a month,A few times a month,Never or almost never,A few times a year,A few times a month,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Disagree
60800171,60801608,Not Applicable,Agree,Agree,Disagree,Not Applicable,Agree,Not Applicable,Agree,Disagree,Agree,Agree,Disagree,Agree,Not Applicable,Never or almost never,A few times a month,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Once a week or more,Never or almost never,Agree,Agree,Agree,Agree
60800017,60801609,Not Applicable,Agree,Not Applicable,Agree,Agree,Agree,Not Applicable,Agree,Disagree,Agree,Agree,Disagree,Not Applicable,Disagree,Never or almost never,A few times a year,A few times a month,Never or almost never,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Disagree
60800036,60801610,Agree,Not Applicable,Disagree,Disagree,Agree,Agree,Not Applicable,Not Applicable,Disagree,Agree,Not Applicable,Disagree,Agree,Disagree,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,A few times a year,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800021,60801611,Not Applicable,Strongly agree,Strongly agree,Not Applicable,Strongly agree,Strongly agree,Strongly agree,Not Applicable,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Not Applicable,Agree,Never or almost never,Once a week or more,Once a week or more,Once a week or more,A few times a month,Once a week or more,Once a week or more,Once a week or more,Once a week or more,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800043,60801612,Not Applicable,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Not Applicable,Not Applicable,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Not Applicable,Strongly disagree,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,A few times a year,Strongly agree,Agree,Strongly agree,Strongly agree
60800106,60801613,Strongly agree,Not Applicable,Not Applicable,Agree,Strongly agree,Strongly agree,Strongly agree,Not Applicable,Not Applicable,Strongly agree,Strongly agree,Strongly disagree,Agree,Disagree,Never or almost never,Once a week or more,A few times a month,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,A few times a year,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800056,60801614,Strongly agree,Agree,Agree,Not Applicable,Agree,Strongly agree,Not Applicable,Not Applicable,Not Applicable,Disagree,Agree,Agree,Disagree,Agree,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Disagree
